original_image,original_image_id,duplicate_image,hash
mollusca_unionidae/21566263_449459_eol-full-size-copy.jpg,cb1caa76-828f-40fa-81cf-a34739a8aec0,mollusca_unionidae/2744868_449459_eol-full-size-copy.jpg,ad36b6d89229133d
arthropoda_platystictidae/29911925_132324_eol-full-size-copy.jpg,d2dd01d3-9539-48ac-88c2-67da1d561cb3,arthropoda_platystictidae/29911935_132324_eol-full-size-copy.jpg,e7ec1bb8c290b6e0
chordata_chaetodontidae/29932515_46578271_eol-full-size-copy.jpg,c4180b46-b6c1-43ee-ac7f-b8d8d859ead6,chordata_chaetodontidae/21543552_46578271_eol-full-size-copy.jpg,ddb86310ca66cce6
chordata_cacatuidae/2770095_45511260_eol-full-size-copy.jpg,3152be90-d4e1-4c8e-acba-7a65a02edb1e,chordata_cacatuidae/21303709_45511260_eol-full-size-copy.jpg,e9e62622f5743711
chordata_tropiduridae/20803075_791461_eol-full-size-copy.jpg,37cff993-8bdc-49d4-a1ce-e6bd3a87be23,chordata_tropiduridae/14012519_791461_eol-full-size-copy.jpg,c197a683f8cdd0d2
arthropoda_triopsidae/8751598_1041309_eol-full-size-copy.jpg,2d51e9a2-ffdd-410f-bdd0-2fe052b20738,arthropoda_triopsidae/8751605_1041309_eol-full-size-copy.jpg,ad9a9163349b5275
arthropoda_coenagrionidae/28959260_1001090_eol-full-size-copy.jpg,e2c900e9-d633-488f-9c54-630d93e429cc,arthropoda_coenagrionidae/2729387_1001090_eol-full-size-copy.jpg,8d511f89e5b474a5
mollusca_unionidae/21566256_449459_eol-full-size-copy.jpg,4abeb926-3c7a-4acd-a6e2-51e6e7824576,mollusca_unionidae/2744852_449459_eol-full-size-copy.jpg,e01f947a9a681b6d
arthropoda_formicidae/14608592_476649_eol-full-size-copy.jpg,b13cdb07-1a41-4a3b-85dd-dd513bc579c0,arthropoda_formicidae/29638450_476649_eol-full-size-copy.jpg,999b1b1ea4f54899
chordata_scolopacidae/18748_45513587_eol-full-size-copy.jpg,9cd5e57f-31e8-4094-9319-7a59bf4180b9,chordata_scolopacidae/28744105_45513587_eol-full-size-copy.jpg,ac31f02e9ce8c99e
chordata_diplodactylidae/22121761_791386_eol-full-size-copy.jpg,a74d75b5-32e4-4ef4-b9ed-7f48a950ea10,chordata_diplodactylidae/2738824_791386_eol-full-size-copy.jpg,c8693052b599f6d3
chordata_myliobatidae/20582275_46561018_eol-full-size-copy.jpg,89eb2ca4-338b-408c-b3fe-fbac75b996ac,chordata_myliobatidae/2738428_46561018_eol-full-size-copy.jpg,caf594aae1d689e0
chordata_psittacidae/29581404_1178065_eol-full-size-copy.jpg,db3c195a-ccd1-44f0-baf4-a0923c9ce0d4,chordata_psittacidae/29581397_1178065_eol-full-size-copy.jpg,c6da996592a09d76
chordata_diplodactylidae/22121745_791386_eol-full-size-copy.jpg,ebc870e1-fde9-41a0-8845-5b7d84b53582,chordata_diplodactylidae/2738827_791386_eol-full-size-copy.jpg,d3e863291f866761
chordata_ursidae/14137135_328076_eol-full-size-copy.jpg,13423dfd-dcdc-4518-826c-81b2b8e751b2,chordata_ursidae/29014753_328076_eol-full-size-copy.jpg,e09fd9d8c6b60d12
arthropoda_formicidae/14647049_889096_eol-full-size-copy.jpg,a144a563-a776-464b-bc0b-d6a74c3d3fb2,arthropoda_formicidae/29638867_889096_eol-full-size-copy.jpg,f0f3f2d08e8f8c30
chordata_pittidae/3264_919473_eol-full-size-copy.jpg,f47099d8-8b7f-4a63-aa9e-020a0e09b072,chordata_pittidae/28740879_919473_eol-full-size-copy.jpg,a4c7cb2e933930c7
chordata_atelidae/13985493_4472389_eol-full-size-copy.jpg,63076d63-6402-40ef-a1a7-5b8d069dca0d,chordata_atelidae/29865969_4472389_eol-full-size-copy.jpg,973232cd11f2f2ac
chordata_scincidae/29680307_47047909_eol-full-size-copy.jpg,ef9c69d3-3072-4f8a-ae46-f462f30b8a2b,chordata_scincidae/29680324_47047909_eol-full-size-copy.jpg,ec60969e98786567
arthropoda_formicidae/14644220_463474_eol-full-size-copy.jpg,46154e11-cd2c-42be-9d4b-35471bd2de87,arthropoda_formicidae/29341993_463474_eol-full-size-copy.jpg,a52d5772da1a4a5a
chordata_atelidae/28737806_4472389_eol-full-size-copy.jpg,9bf9c778-62f9-42b0-8abf-329a9af70523,chordata_atelidae/9407_4472389_eol-full-size-copy.jpg,ea5e909b85a5e5c8
mollusca_unionidae/2744856_449459_eol-full-size-copy.jpg,b45830ce-7ed2-4d63-9441-409b6b9522d8,mollusca_unionidae/21566265_449459_eol-full-size-copy.jpg,9cc4206ef9e38795
chordata_iguanidae/2833161_47044557_eol-full-size-copy.jpg,c1279f44-d986-472e-a8c9-17b607c3a9ff,chordata_iguanidae/22552392_47044557_eol-full-size-copy.jpg,b1ccce73e4c89386
chordata_chelidae/12203_2815879_eol-full-size-copy.jpg,a83c534e-0091-4ee5-9d5a-136321127425,chordata_chelidae/28754499_2815879_eol-full-size-copy.jpg,e13f9ec392d06836
chordata_chamaeleonidae/29608272_1286909_eol-full-size-copy.jpg,9cf98fc0-9e34-4a25-9a40-713d4b55d881,chordata_chamaeleonidae/29608263_1286909_eol-full-size-copy.jpg,c698616795378db8
chordata_diomedeidae/30070655_45511267_eol-full-size-copy.jpg,ab964330-3c6f-466e-abaf-f9fad8eef3e3,chordata_diomedeidae/30070650_45511267_eol-full-size-copy.jpg,b6a4c1d33f0cd0e3
